,gameId,playId,frame.id,OL_C_x,OL_C_y,OL_LG_x,OL_LG_y,OL_LT_x,OL_LT_y,OL_RG_x,OL_RG_y,OL_RT_x,OL_RT_y,X_Match_LT,Y_Match_LT,X_Match_LG,Y_Match_LG,X_Match_C,Y_Match_C,X_Match_RG,Y_Match_RG,X_Match_RT,Y_Match_RT,Off_1_x,Off_1_y,Off_2_x,Off_2_y,Off_3_x,Off_3_y,Off_4_x,Off_4_y,Off_5_x,Off_5_y,Off_6_x,Off_6_y,Def_1_x,Def_1_y,Def_2_x,Def_2_y,Def_3_x,Def_3_y,Def_4_x,Def_4_y,Def_5_x,Def_5_y,Def_6_x,Def_6_y,Def_7_x,Def_7_y,Def_8_x,Def_8_y,Def_9_x,Def_9_y,Def_10_x,Def_10_y,Def_11_x,Def_11_y,PlayResult,sack.ind,PassResult,num_vec,NetNoise,Predicted,OL_C_leverage,OL_C_score,OL_LG_leverage,OL_LG_score,OL_LT_leverage,OL_LT_score,OL_RG_leverage,OL_RG_score,OL_RT_leverage,OL_RT_score
557097,2017101600.0,2928.0,11.0,85.48,23.74,85.2,25.6,84.98,26.98,85.01,22.01,84.86,20.29,87.34,28.63,86.72,23.21,86.91,25.67,86.93,11.75,86.65,18.11,78.72,23.82,85.25,11.67,84.37,28.18,84.62,23.76,85.14,30.49,84.26,32.11,86.72,23.21,86.91,25.67,89.94,21.1,87.34,28.63,86.65,18.11,91.85,27.92,89.0,32.06,86.93,11.75,97.22,19.96,96.71,29.74,93.49,34.75,5.0,0.0,,557098.0,-3.7436366,2.303344249725342,0.033648903586377704,2.004455943110056e-07,0.017524479183276712,1.0439284108813629e-07,0.041669252056763535,2.48222589825911e-07,0.014074634478045803,8.38422109481209e-08,0.03838998162916911,2.2868806597201122e-07
557098,2017101600.0,2928.0,12.0,85.48,23.74,85.2,25.6,84.97,26.97,85.01,22.01,84.86,20.29,87.3,28.57,86.71,23.21,86.91,25.66,86.93,11.75,86.67,18.09,78.71,23.82,85.25,11.67,84.37,28.18,84.6,23.76,85.14,30.49,84.26,32.11,86.71,23.21,86.91,25.66,89.93,21.09,87.3,28.57,86.67,18.09,91.86,27.92,88.93,31.98,86.93,11.75,97.19,20.0,96.71,29.74,93.5,34.74,5.0,0.0,,557099.0,-3.7428362,2.3001699447631836,0.03311401472993598,3.3366383235094705e-07,0.017092101392890795,1.7222363703689543e-07,0.04090199104380074,4.121371326842148e-07,0.013479782485711024,1.3582514594261676e-07,0.037554044442664566,3.784025129906521e-07
557099,2017101600.0,2928.0,13.0,85.48,23.74,85.2,25.6,84.99,26.96,85.01,22.01,84.86,20.29,87.27,28.53,86.7,23.21,86.91,25.67,86.93,11.75,86.68,18.11,78.69,23.82,85.25,11.67,84.37,28.18,84.57,23.75,85.14,30.5,84.27,32.11,86.7,23.21,86.91,25.67,89.92,21.08,87.27,28.53,86.68,18.11,91.86,27.92,88.89,31.95,86.93,11.75,97.16,20.05,96.71,29.74,93.5,34.74,5.0,0.0,,557100.0,-3.74192,2.2957763671875,0.032397611065508994,6.25388059944936e-07,0.016142064707422767,3.1159873209380246e-07,0.03986247417048155,7.694862234031488e-07,0.013031031299505929,2.5154482430822763e-07,0.03653329672434732,7.052213669592463e-07
557100,2017101600.0,2928.0,14.0,85.48,23.74,85.2,25.59,85.02,26.94,85.01,22.01,84.86,20.29,87.26,28.53,86.7,23.2,86.91,25.67,86.93,11.75,86.68,18.11,78.68,23.83,85.25,11.67,84.37,28.18,84.52,23.74,85.14,30.5,84.27,32.11,86.7,23.2,86.91,25.67,89.91,21.08,87.26,28.53,86.68,18.11,91.86,27.93,88.87,31.94,86.93,11.75,97.13,20.09,96.71,29.74,93.51,34.74,5.0,0.0,,557101.0,-3.741326,2.291048526763916,0.03136939848430301,7.011836976087203e-07,0.015406213056941336,3.4436699329186686e-07,0.03840089271725268,8.583549971617277e-07,0.012237563729277121,2.7353983818690835e-07,0.035349444019323085,7.901475662112031e-07
557101,2017101600.0,2928.0,15.0,85.48,23.74,85.2,25.59,85.09,26.91,85.01,22.0,84.86,20.29,87.26,28.51,86.69,23.19,86.9,25.67,86.93,11.75,86.66,18.13,78.68,23.84,85.25,11.67,84.38,28.18,84.44,23.73,85.14,30.5,84.27,32.11,86.69,23.19,86.9,25.67,89.9,21.08,87.26,28.51,86.66,18.13,91.86,27.93,88.83,31.92,97.07,20.16,86.93,11.75,96.71,29.73,93.51,34.74,5.0,0.0,,557102.0,-3.7751396,3.2594537138938904,0.09026939401075837,0.0846554146032397,0.09389268507104297,0.08805336814328504,0.1082752521838932,0.10154146336470801,0.049785317521812346,0.04668909924731144,0.1074422084246294,0.10076022775771243
557102,2017101600.0,2928.0,16.0,85.48,23.73,85.21,25.59,85.18,26.85,85.02,22.0,84.86,20.3,87.27,28.49,86.68,23.16,86.9,25.67,86.93,11.75,86.63,18.16,78.68,23.86,85.25,11.67,84.38,28.18,84.35,23.72,85.14,30.5,84.27,32.11,86.68,23.16,86.9,25.67,87.27,28.49,89.9,21.08,86.63,18.16,91.86,27.93,88.75,31.85,96.97,20.2,86.93,11.75,96.71,29.73,93.51,34.74,5.0,0.0,,557103.0,-3.7511568,3.2193533778190613,0.08871320574908668,0.0001426541130915007,0.08921285856852126,0.00014345757328897913,0.10725945507187658,0.00017247716734792605,0.05040623530205235,8.105508904315297e-05,0.10762514660346562,0.0001730652128442353
557103,2017101600.0,2928.0,17.0,85.48,23.73,85.21,25.59,85.29,26.77,85.02,22.0,84.86,20.3,87.27,28.45,86.64,23.09,86.89,25.67,86.93,11.75,86.57,18.2,78.69,23.89,85.25,11.67,84.38,28.17,84.25,23.71,85.14,30.5,84.27,32.11,86.64,23.09,86.89,25.67,87.27,28.45,89.89,21.08,86.57,18.2,91.86,27.93,88.67,31.77,96.83,20.28,86.93,11.75,96.71,29.73,93.52,34.74,5.0,0.0,,557104.0,-3.749391,3.159389555454254,0.09542238991390277,0.00034310646981152083,0.0948881623421293,0.0003411855691047521,0.11524820327857434,0.00041439335374758796,0.054771894780333376,0.00019694111078043982,0.11542529198253142,0.00041503010451554746
557104,2017101600.0,2928.0,18.0,85.49,23.73,85.22,25.58,85.41,26.69,85.03,22.0,84.86,20.3,87.23,28.38,86.57,22.97,86.89,25.67,86.93,11.75,86.45,18.24,78.73,23.95,85.25,11.67,84.39,28.17,84.11,23.71,85.15,30.5,84.28,32.11,86.57,22.97,86.89,25.67,87.23,28.38,89.88,21.07,86.45,18.24,91.86,27.94,88.62,31.7,86.93,11.75,96.7,20.36,96.71,29.73,93.52,34.74,5.0,0.0,,557105.0,-3.7311566,2.2340598106384277,0.018054395470711603,0.015458807772834,0.009576298222598416,0.008199563017140777,0.02196694391307863,0.018808869222998358,0.007886286923767563,0.00675251596176164,0.019981198134289,0.017108603914762287
557105,2017101600.0,2928.0,19.0,85.49,23.72,85.22,25.58,85.51,26.63,85.04,21.99,84.86,20.3,87.11,28.3,86.47,22.83,86.88,25.67,86.94,11.75,86.3,18.28,78.8,24.03,85.25,11.67,84.4,28.16,83.95,23.72,85.15,30.5,84.29,32.11,86.47,22.83,86.88,25.67,87.11,28.3,86.3,18.28,89.87,21.06,91.86,27.94,88.57,31.68,86.94,11.75,96.54,20.46,96.72,29.73,93.53,34.75,5.0,0.0,,557106.0,-3.7291648,2.2458701133728027,0.02233260607168601,3.1150244909807497e-06,0.01246698934477487,1.7389361999720219e-06,0.026721234910934127,3.7271647074964766e-06,0.010474474669959481,1.4610137761059791e-06,0.02409614616038798,3.3610087952531383e-06
557106,2017101600.0,2928.0,20.0,85.49,23.71,85.24,25.57,85.61,26.56,85.08,21.98,84.86,20.3,86.98,28.2,86.36,22.71,86.87,25.68,86.94,11.75,86.13,18.32,78.93,24.12,85.26,11.68,84.44,28.12,83.77,23.75,85.16,30.5,84.3,32.11,86.36,22.71,86.87,25.68,86.98,28.2,86.13,18.32,89.85,21.04,91.86,27.94,88.54,31.67,86.94,11.75,96.37,20.55,96.72,29.72,93.53,34.75,5.0,0.0,,557107.0,-3.729186,2.2384650707244873,0.0202359094531138,1.1096291463231102e-06,0.010845084362662887,5.946864770781032e-07,0.024244063055545814,1.3294148728061946e-06,0.009232003323846797,5.062337322089533e-07,0.02182410536697665,1.1967173239104196e-06
557107,2017101600.0,2928.0,21.0,85.49,23.7,85.35,25.54,85.71,26.49,85.25,21.92,84.86,20.3,86.88,28.09,86.26,22.59,86.87,25.68,86.94,11.75,85.97,18.4,79.08,24.18,85.27,11.7,84.68,27.89,83.55,23.77,85.18,30.5,84.35,32.11,86.26,22.59,86.87,25.68,85.97,18.4,86.88,28.09,89.82,21.0,91.85,27.94,88.52,31.73,86.94,11.75,96.15,20.64,96.73,29.72,93.55,34.77,5.0,0.0,,557108.0,-3.7281091,2.184570789337158,0.00427786982831976,1.2425473180620836e-05,0.001938388502519402,5.630230773323636e-06,0.005299385916139925,1.5392562237130907e-05,0.0016974666129424632,4.930450602888074e-06,0.0049049951103785,1.4247017240125513e-05
557108,2017101600.0,2928.0,22.0,85.49,23.67,85.65,25.46,85.81,26.44,85.66,21.8,84.86,20.29,86.82,27.94,86.15,22.48,86.86,25.69,86.95,11.76,85.82,18.53,79.26,24.23,85.35,11.8,84.99,27.55,83.3,23.78,85.3,30.53,84.58,32.12,86.15,22.48,86.86,25.69,85.82,18.53,86.82,27.94,89.77,20.93,91.85,27.94,88.5,31.72,86.95,11.76,95.88,20.75,96.74,29.72,93.63,34.81,5.0,0.0,,557109.0,-3.7278173,2.182457208633423,0.003808284375955472,1.701245704461901e-08,0.0016716526167829613,7.467645671657587e-09,0.004672335070764223,2.087236451965337e-08,0.0015035500550677834,6.7166939758424945e-09,0.0042503419801415265,1.8987227114297854e-08
557109,2017101600.0,2928.0,23.0,85.48,23.56,86.05,25.36,85.92,26.38,86.1,21.67,84.87,20.29,86.74,27.79,86.03,22.37,86.84,25.71,86.95,11.77,85.7,18.65,79.47,24.35,85.59,12.12,85.25,27.25,83.02,23.78,85.72,30.6,85.05,32.13,86.03,22.37,86.84,25.71,86.74,27.79,85.7,18.65,89.72,20.87,88.47,31.71,91.85,27.94,86.95,11.77,95.6,20.88,96.81,29.69,93.84,34.94,5.0,0.0,,557110.0,-3.7292707,2.1982834339141846,0.008500884565605231,2.1292115130403556e-06,0.004244922116938795,1.0632231238517265e-06,0.010147812869896074,2.5417166681904575e-06,0.003126284926062775,7.830387304104579e-07,0.0093623245146467,2.3449758659305428e-06
557110,2017101600.0,2928.0,24.0,85.42,23.42,86.4,25.3,86.03,26.31,86.47,21.57,84.87,20.29,86.7,27.71,85.89,22.31,86.79,25.77,86.97,11.79,85.6,18.76,79.75,24.41,85.92,12.58,85.42,27.03,82.72,23.77,86.24,30.68,85.58,32.16,85.89,22.31,86.79,25.77,86.7,27.71,85.6,18.76,89.65,20.83,88.45,31.74,91.84,27.94,86.97,11.79,95.26,21.03,97.06,29.61,94.1,35.11,5.0,0.0,,557111.0,-3.728628,2.196441411972046,0.008121714111839868,2.755734012112646e-08,0.004478526581928046,1.519584148865574e-08,0.009779522086140482,3.318235690628001e-08,0.0029645507231399375,1.0058853520195099e-08,0.008987653131176115,3.049551003838766e-08
557111,2017101600.0,2928.0,25.0,85.34,23.32,86.63,25.29,86.14,26.24,86.77,21.5,84.87,20.29,86.61,27.55,85.72,22.24,86.76,25.83,87.09,11.94,85.49,18.84,80.05,24.48,86.23,13.01,85.54,26.85,82.41,23.76,86.72,30.78,86.02,32.18,85.72,22.24,86.76,25.83,86.61,27.55,85.49,18.84,89.56,20.8,88.42,31.77,91.83,27.94,87.09,11.94,94.91,21.16,97.44,29.5,94.32,35.26,5.0,0.0,,557112.0,-3.728205,2.1951675415039062,0.007898998589224202,1.2818068124526444e-08,0.004714783916544594,7.650896598099755e-09,0.009462184323890625,1.535472147518998e-08,0.0028907699677987848,4.690985314281363e-09,0.008687666815377052,1.4097876309866245e-08
557112,2017101600.0,2928.0,26.0,85.28,23.21,86.78,25.32,86.23,26.18,87.04,21.48,84.88,20.29,86.57,27.4,85.56,22.24,86.77,25.88,87.37,12.31,85.4,18.92,80.4,24.52,86.51,13.38,85.62,26.69,82.09,23.74,87.08,30.88,86.39,32.19,85.56,22.24,86.77,25.88,86.57,27.4,85.4,18.92,89.47,20.81,88.4,31.82,91.8,27.94,87.37,12.31,94.52,21.32,94.45,35.37,97.77,29.41,5.0,0.0,,557113.0,-3.7336154,2.191547155380249,0.004499736192069465,5.8978922797495486e-08,0.0055812358430479166,7.31543503554477e-08,0.005511389818970346,7.223886485008776e-08,0.0016319050749442675,2.1389699155610678e-08,0.00624683976486869,8.187855120703654e-08
557113,2017101600.0,2928.0,27.0,85.17,23.18,86.9,25.35,86.29,26.13,87.31,21.52,84.88,20.29,86.52,27.23,85.44,22.25,86.84,25.92,87.7,12.78,85.31,19.01,80.8,24.56,86.8,13.7,85.72,26.53,81.74,23.73,87.34,30.97,86.71,32.2,85.44,22.25,86.84,25.92,86.52,27.23,85.31,19.01,89.38,20.83,88.4,31.87,91.66,27.95,94.13,21.51,87.7,12.78,94.52,35.46,98.01,29.37,5.0,0.0,,557114.0,-3.7353187,2.4318249225616455,0.06248592546904604,0.0036075252670034327,0.061206966963431586,0.0035336866371068697,0.07525407788995876,0.004344674186950395,0.036076709694303016,0.00208283130633982,0.07510393382018954,0.004336005858501751
557114,2017101600.0,2928.0,28.0,85.07,23.2,86.99,25.38,86.33,26.09,87.54,21.53,84.89,20.28,86.48,27.06,85.35,22.3,86.91,25.98,88.0,13.25,85.26,19.1,81.23,24.61,87.09,14.01,85.78,26.41,81.4,23.73,87.55,31.06,86.98,32.23,85.35,22.3,86.48,27.06,86.91,25.98,85.26,19.1,89.29,20.86,88.41,31.92,91.31,27.95,93.73,21.72,88.0,13.25,94.58,35.55,98.19,29.33,5.0,0.0,,557115.0,-3.7329714,2.3786206245422363,0.052118497710281396,0.00014753169219421824,0.05089193545448774,0.00014405966569443868,0.06272793269257074,0.00017756379144739587,0.030065376912580224,8.510598208387984e-05,0.0626168078755699,0.00017724923072486622
557115,2017101600.0,2928.0,29.0,84.98,23.18,87.08,25.4,86.33,26.05,87.76,21.56,84.89,20.28,86.44,26.9,85.28,22.3,86.96,26.02,88.26,13.63,85.24,19.21,81.7,24.65,87.38,14.31,85.83,26.32,81.05,23.72,87.74,31.16,87.24,32.26,85.28,22.3,86.44,26.9,86.96,26.02,85.24,19.21,89.2,20.91,90.92,27.96,88.43,31.95,93.29,21.94,88.26,13.63,94.6,35.64,98.32,29.28,5.0,0.0,,557116.0,-3.7289298,2.511441707611084,0.07838759459069225,0.001382870055149095,0.07430352025465452,0.0013108211023549737,0.09383455316773566,0.0016553766497303022,0.04601185176567717,0.0008117153271631224,0.09245518674666095,0.0016310426396265033
557116,2017101600.0,2928.0,30.0,84.88,23.26,87.16,25.43,86.4,26.0,87.95,21.62,84.9,20.28,86.49,26.77,85.21,22.32,86.99,26.07,88.53,13.97,85.28,19.31,82.18,24.65,87.72,14.56,85.85,26.24,80.69,23.7,87.92,31.24,87.45,32.29,85.21,22.32,86.49,26.77,86.99,26.07,85.28,19.31,89.12,20.97,90.61,27.94,88.46,31.99,92.82,22.16,88.53,13.97,94.59,35.73,98.41,29.22,5.0,0.0,,557117.0,-3.7278132,2.4235219955444336,0.06294830703724474,0.00048658259332233543,0.05963908630934242,0.0004610027282005297,0.07527240430719145,0.0005818463341949742,0.03702802494876633,0.0002862220328580813,0.07419789968501528,0.0005735405469513876
557117,2017101600.0,2928.0,31.0,84.84,23.33,87.22,25.47,86.45,25.97,88.13,21.69,84.91,20.28,86.56,26.67,85.15,22.35,87.04,26.1,88.78,14.3,85.36,19.37,82.7,24.63,88.06,14.85,85.87,26.16,80.35,23.67,88.07,31.31,87.65,32.34,85.15,22.35,86.56,26.67,87.04,26.1,85.36,19.37,89.03,21.02,90.39,27.91,88.5,32.02,92.35,22.38,88.78,14.3,94.55,35.82,98.47,29.15,5.0,0.0,,557118.0,-3.727046,2.3557233810424805,0.049093436497884,0.00022566544936770527,0.04625910298596844,0.00021263700419760725,0.058683022215735355,0.0002697454389679918,0.02888145630430592,0.00013275800759203027,0.05766601739269911,0.000265070621583605
557118,2017101600.0,2928.0,32.0,84.81,23.37,87.25,25.51,86.45,25.91,88.26,21.76,84.96,20.27,86.64,26.61,85.16,22.4,87.07,26.12,89.11,14.6,85.46,19.42,83.22,24.6,88.41,15.12,85.88,26.1,80.05,23.65,88.19,31.37,87.83,32.41,85.16,22.4,86.64,26.61,87.07,26.12,85.46,19.42,88.94,21.07,90.22,27.88,91.87,22.59,88.54,32.04,89.11,14.6,98.51,29.07,94.46,35.94,5.0,0.0,,557119.0,-3.726381,2.1808457374572754,0.0033949332258849264,0.00010382449371828875,0.0032509839847021755,9.942221064156188e-05,0.003990218242516608,0.00012202961333555522,0.0018853166793317045,5.765711332341073e-05,0.0037396013033659066,0.00011436519842861216
557119,2017101600.0,2928.0,33.0,84.82,23.36,87.26,25.57,86.43,25.85,88.38,21.85,85.17,20.26,86.67,26.57,85.21,22.45,87.06,26.15,89.47,14.9,85.6,19.44,83.78,24.52,88.77,15.35,85.88,26.05,79.77,23.63,88.32,31.44,87.99,32.49,85.21,22.45,86.67,26.57,87.06,26.15,85.6,19.44,88.86,21.11,90.07,27.86,91.38,22.8,88.61,32.07,89.47,14.9,98.5,28.98,94.36,36.06,5.0,0.0,,557120.0,-3.7262595,2.178849458694458,0.0028458830473664805,1.1341210774880606e-08,0.002827547853312592,1.1268142663189961e-08,0.0033225833890148677,1.3240923082487512e-08,0.0015440249308292559,6.1531383724322225e-09,0.003078463056863589,1.2268072092028317e-08
557120,2017101600.0,2928.0,34.0,84.89,23.29,87.27,25.64,86.39,25.79,88.47,21.94,85.46,20.28,86.68,26.55,85.26,22.5,87.05,26.19,89.86,15.18,85.75,19.45,84.33,24.44,89.15,15.55,85.87,26.03,79.53,23.62,88.44,31.51,88.15,32.59,85.26,22.5,86.68,26.55,87.05,26.19,85.75,19.45,88.79,21.16,89.95,27.81,90.9,22.96,88.7,32.1,89.86,15.18,98.49,28.9,94.25,36.16,5.0,0.0,,557121.0,-3.7261465,2.17708420753479,0.0023366237141612275,7.281180393040733e-09,0.0023776202400104516,7.408930145124077e-09,0.0028017987337918453,8.73071769412159e-09,0.001277932480169048,3.982180297941952e-09,0.0025282488902198417,7.878305837875916e-09
557121,2017101600.0,2928.0,35.0,84.93,23.26,87.26,25.7,86.36,25.77,88.56,22.02,85.71,20.3,86.68,26.51,85.33,22.53,87.04,26.24,90.25,15.42,85.9,19.45,84.9,24.36,89.56,15.73,85.86,26.01,79.31,23.62,88.55,31.58,88.29,32.73,85.33,22.53,86.68,26.51,87.04,26.24,85.9,19.45,88.76,21.26,90.44,23.12,89.82,27.8,88.83,32.13,90.25,15.42,98.4,28.77,94.1,36.27,5.0,0.0,,557122.0,-3.7259946,2.180680513381958,0.0036618020256529438,4.73596079786859e-08,0.0033434752508679504,4.324255545718905e-08,0.004275743253986735,5.529996512856667e-08,0.0020671042053478916,2.6734718078843415e-08,0.003982660869182797,5.150940879795842e-08
